V4,code,commodity,parent,Family Or Group,General Groups
H3,30349,"030349
Name: Tunas (excl. of 0303.41-0303.46), frozen (excl. fillets/other fish meat of 03.04/livers & roes)
Description: -- Other",3034,OTHER TUNA,TUNA
H4,30349,"030349
Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Fish, frozen, excluding fish fillets and other fish meat of heading03.04. // - Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding li
Description: -- Other",3034,"TUNAS, SKIPJACK OR STRIPE-BELLIED BONITO",TUNA
H2,30350,"030350 - - Herrings (Clupea harengus, Clupea pallasii), excluding Livers and roes",303,HERRINGS,HERRINGS
H3,30351,"030351 - --  Herrings (Clupea harengus, Clupea pallasii)",3035,HERRINGS,HERRINGS
H4,30351,"030351 - -- Herrings (Clupea harengus, Clupea pallasii)",3035,HERRINGS,HERRINGS
H3,30352,"030352 - --  Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",3035,COD,COD
H4,30353,"030353 - -- Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",3035,"SARDINES , SARDINELLA , BRISLING OR SPRATS",HERRINGS
H4,30354,"030354 - -- Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",3035,MACKEREL,MACKEREL
H4,30355,030355 - -- Jack and horse mackerel (Trachurus spp.),3035,JACK AND HORSE MACKEREL,MACKEREL
H4,30356,030356 - -- Cobia (Rachycentron canadum),3035,COBIA,COBIA
H4,30357,030357 - -- Swordfish (Xiphias gladius),3035,SWORDFISH,SWORDFISH
H2,30360,"030360 - - Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding Livers and roes",303,COD,COD
H3,30361,030361 - --  Swordfish (Xiphias gladius),3036,SWORDFISH,SWORDFISH
H3,30362,030362 - --  Toothfish (Dissostichus spp.),3036,TOOTHFISH,TOOTHFISH
H4,30363,"030363 - -- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",3036,COD,COD
H4,30364,030364 - -- Haddock (Melanogrammus aeglefinus),3036,HADDOCK,HADDOCK
H4,30365,030365 - -- Coalfish (Pollachius virens),3036,COALFISH,COALFISH
H4,30366,"030366 - -- Hake (Merluccius spp., Urophycis spp.)",3036,HAKE,HAKE
H4,30367,030367 - -- Alaska Pollack (Theragra chalcogramma),3036,ALASKA POLLACK,ALASKA POLLACK
H4,30368,"030368 - -- Blue whitings (Micromesistius poutassou, Micromesistius australis)",3036,BLUE WHITINGS,BLUE WHITINGS
H4,30369,"030369
Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Fish, frozen, excluding fish fillets and other fish meat of heading03.04. // - Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae
Description: -- Other",3036,"CODS, CODLETS & COD-LIKE FISHES",COD
H2,30371,"030371 - -- Sardines (Sardina pilchardus, Sardinops spp.), sardinella (sardinella spp.), brisling or sprats (Sprattus Sprattus)",3037,"SARDINES , SARDINELLA , BRISLING OR SPRATS",SARDINES
H3,30371,"030371 - --  Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",3037,"SARDINES , SARDINELLA , BRISLING OR SPRATS",SARDINES
H2,30372,030372 - -- Haddock (Melanogrammus aeglefinus),3037,HADDOCK,HADDOCK
H3,30372,030372 - --  Haddock (Melanogrammus aeglefinus),3037,HADDOCK,HADDOCK
H2,30373,030373 - -- Coalfish (Pollachius virens),3037,COALFISH,COALFISH
H3,30373,030373 - --  Coalfish (Pollachius virens),3037,COALFISH,COALFISH
H2,30374,"030374 - -- Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",3037,MACKEREL,MACKEREL
H3,30374,"030374 - --  Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",3037,MACKEREL,MACKEREL
H2,30375,030375 - -- Dogfish and Other sharks,3037,DOGFISH & OTHER SHARKS,DOGFISH & OTHER SHARKS
H3,30375,030375 - --  Dogfish and other sharks,3037,DOGFISH & OTHER SHARKS,DOGFISH & OTHER SHARKS
H2,30376,030376 - -- Eels (Anguilla spp.),3037,EELS,EELS
H3,30376,030376 - --  Eels (Anguilla spp.),3037,EELS,EELS
H2,30377,"030377 - -- Sea bass (Dicentrarchus labrax, Dicentrarchus punctatus)",3037,SEA BASS,SEA BASS
H3,30377,"030377 - --  Sea bass (Dicentrarchus labrax, Dicentrarchus punctatus)",3037,SEA BASS,SEA BASS
H2,30378,"030378 - -- Hake (Merluccius spp., Urophycis spp.)",3037,HAKE,HAKE
H3,30378,"030378 - --  Hake (Merluccius spp., Urophycis spp.)",3037,HAKE,HAKE
H2,30379,"030379 
 Name: Fish, n.e.s., frozen (excl. fillets/oth. fish meat of 03.04/livers & roes)
Description: Fish, n.e.s., frozen (excl. fillets/oth. fish meat of 03.04/livers & roes",3037,FISH (N.E.S),FISH (N.E.S)
H3,30379,"030379
Name: Fish (excl. of 0303.71 - 0303.78),n.e.s., frozen (excl. fillets/other fish meat of 03.04/livers & roes)
Description: -- Other",3037,FISH (N.E.S),FISH (N.E.S)
H2,30380,"030380 
Name: Fish livers & roes, frozen
Description: Fish livers & roes, frozen",303,UNKNOWN,UNKNOWN
H3,30380,"030380
Name: Fish livers & roes, frozen
Description: - Livers and roes",303,UNKNOWN,UNKNOWN
H4,30381,030381 - -- Dogfish and other sharks,3038,DOGFISH & OTHER SHARKS,DOGFISH & OTHER SHARKS
H4,30382,030382 - -- Rays and skates (Rajidae),3038,RAYS AND SKATES,RAYS AND SKATES
H4,30383,030383 - -- Toothfish (Dissostichus spp.),3038,TOOTHFISH,TOOTHFISH
H4,30384,030384 - -- Seabass (Dicentrarchus spp.),3038,SEABASS,SEABASS
H4,30389,"030389
Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Fish, frozen, excluding fish fillets and other fish meat of heading03.04. // - Other fish, excluding livers and roes : // -- Other
Description: -- Other",3038,OTHER FISH,OTHER FISH
H4,30390,"030390 
Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Fish, frozen, excluding fish fillets and other fish meat of heading03.04. // -Livers and roes
Description: -Livers and roes",303,OTHER FISH,OTHER FISH
H2,30410,"030410
Name: Fish fillets & oth. fish meat, whether or not minced (excl. of 03.02), fres ...
Description: Fish fillets & oth. fish meat, whether or not minced (excl. of 03.02), fresh/chilled",304,OTHER FISH,OTHER FISH
H3,30411,030411 - --  Swordfish (Xiphias gladius),3041,SWORDFISH,SWORDFISH
H3,30412,030412 - --  Toothfish (Dissostichus spp.),3041,TOOTHFISH,TOOTHFISH
H3,30419,"030419 
Name: Fish fillets&other fish meat (excl. of 0304.11-0304.12, whether/not minced), fresh/chilled
Description: -- Other",3041,OTHER FISH,OTHER FISH
H2,30420,"030420
Name: Fish fillets, frozen
Description: Fish fillets, frozen",304,UNKNOWN,UNKNOWN
H3,30421,030421 - --  Swordfish (Xiphias gladius),3042,SWORDFISH,SWORDFISH
H3,30422,030422 - --  Toothfish (Dissostichus spp.),3042,TOOTHFISH,TOOTHFISH
H3,30429,"030429
Name: Fish fillets&other fish meat (excl. of 0304.21-0304.92, whether/not minced), frozen fillets
Description: -- Other",3042,OTHER FISH,OTHER FISH
H4,30431,030431 - -- Tilapias (Oreochromis spp.),3043,TILAPIAS,TILAPIAS
H4,30432,"030432 - -- Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",3043,CATFISH,CATFISH
H4,30433,030433 - -- Nile Perch (Lates niloticus),3043,NILE PERCH,NILE PERCH
H4,30439,"030439 
Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen. // - Fresh or chilled fillets of tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.) : // -- Other
Description: -- Other",3043,"TILAPIAS, CATFISH, CARP, EELS, NILE PERCH AND SNAKEHEADS",TILAPIAS
H4,30441,"030441 - -- Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Huchohucho)",3044,"PACIFIC SALMON, ATLANTIC SALMON  AND DANUBE SALMON",SALMON
H4,30442,"030442 - -- Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",3044,TROUT,TROUT
H4,30443,"030443 - -- Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",3044,FLAT FISH,FLAT FISH
H4,30444,"030444 
Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen. // - Fresh or chilled fillets of other fish : // -- Fish of the families Bregmacerotidae, Euclichthyidae,
Description: -- Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",3044,"CODS, CODLETS & COD-LIKE FISHES",COD
H4,30445,030445 - -- Swordfish (Xiphias gladius),3044,SWORDFISH,SWORDFISH
H4,30446,030446 - -- Toothfish (Dissostichus spp.),3044,TOOTHFISH,TOOTHFISH
H4,30449,"030449
Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen. // - Fresh or chilled fillets of other fish : // -- Other
Description: -- Other",3044,OTHER FISH,OTHER FISH
H4,30451,"030451 - -- Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",3045,"TILAPIAS, CATFISH, CARP, EELS, NILE PERCH AND SNAKEHEADS",TILAPIAS
H4,30452,"030452 
Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen. // - Other, fresh or chilled : // -- Salmonidae
Description: -- Salmonidae",3045,OTHER SALMONIDAE,OTHER FISH
H4,30453,"030453 - -- Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",3045,"CODS, CODLETS & COD-LIKE FISHES",COD
H4,30454,030454 - -- Swordfish (Xiphias gladius),3045,SWORDFISH,SWORDFISH
H4,30455,030455 - -- Toothfish (Dissostichus spp.),3045,TOOTHFISH,TOOTHFISH
H4,30459,"030459
Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen. // - Other, fresh or chilled : // -- Other
Description: -- Other",3045,OTHER FISH,OTHER FISH
H4,30461,030461 - -- Tilapias (Oreochromis spp.),3046,TILAPIAS,TILAPIAS
H4,30462,"030462 - -- Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",3046,CATFISH,CATFISH
H4,30463,030463 - -- Nile Perch (Lates niloticus),3046,NILE PERCH,NILE PERCH
H4,30469,"030469 
Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen. // - Frozen fillets of tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.) : // -- Other
Description: -- Other",3046,"TILAPIAS, CATFISH, CARP, EELS, NILE PERCH AND SNAKEHEADS",TILAPIAS
H4,30471,"030471 - -- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",3047,COD,COD
H4,30472,030472 - -- Haddock (Melanogrammus aeglefinus),3047,HADDOCK,HADDOCK
H4,30473,030473 - -- Coalfish (Pollachius virens),3047,COALFISH,COALFISH
H4,30474,"030474 - -- Hake (Merluccius spp., Urophycis spp.)",3047,HAKE,HAKE
H4,30475,030475 - -- Alaska Pollack (Theragra chalcogramma),3047,ALASKA POLLACK,ALASKA POLLACK
H4,30479,"030479 
 Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen. // - Frozen fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae : // -- Other
Description: -- Other",3047,"CODS, CODLETS & COD-LIKE FISHES",COD
H4,30481,"030481 - -- Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Huchohucho)",3048,"PACIFIC SALMON, ATLANTIC SALMON  AND DANUBE SALMON",SALMON
H4,30482,"030482 - -- Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",3048,TROUT,TROUT
H4,30483,"030483 - -- Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",3048,FLAT FISH,FLAT FISH
H4,30484,030484 - -- Swordfish (Xiphias gladius),3048,SWORDFISH,SWORDFISH
H4,30485,030485 - -- Toothfish (Dissostichus spp.),3048,TOOTHFISH,TOOTHFISH
H4,30486,"030486 - -- Herrings (Clupea harengus, Clupea pallasii)",3048,HERRINGS,HERRINGS
H4,30487,"030487 - -- Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis)",3048,"TUNAS, SKIPJACK OR STRIPE-BELLIED BONITO EUTHYNNUS",TUNA
H4,30489,"030489 
 Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen. // - Frozen fillets of other fish : // -- Other
Description: -- Other",3048,OTHER FISH,OTHER FISH
H2,30490,"030490
Name: Fish meat other than fillets, frozen
Description: Fish meat other than fillets, frozen",304,UNKNOWN,UNKNOWN
H3,30491,030491 - --  Swordfish (Xiphias gladius),3049,SWORDFISH,SWORDFISH
H4,30491,030491 - -- Swordfish (Xiphias gladius),3049,SWORDFISH,SWORDFISH
H3,30492,030492 - --  Toothfish (Dissostichus spp.),3049,TOOTHFISH,TOOTHFISH
H4,30492,030492 - -- Toothfish (Dissostichus spp.),3049,TOOTHFISH,TOOTHFISH
H4,30493,"030493 - -- Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",3049,"TILAPIAS, CATFISH, CARP, EELS, NILE PERCH AND SNAKEHEADS",TILAPIAS
H4,30494,030494 - -- Alaska Pollack (Theragra chalcogramma),3049,ALASKA POLLACK,ALASKA POLLACK
H4,30495,"030495 - -- Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollack (Theragra chalcogramma)",3049,"CODS, CODLETS & COD-LIKE FISHES",COD
H3,30499,"030499
Name: Fish fillets&other fish meat (excl. of 0304.11-0304.29, whether/not minced),n.e.s.
Description: -- Other",3049,OTHER FISH,OTHER FISH
H4,30499,"030499
Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Fish fillets and other fish meat (whether or not minced), fresh, chilled or frozen. // - Other, frozen : // -- Other
Description: -- Other",3049,OTHER FISH,OTHER FISH
H2,30510,"030510 
Name: Flours, meals & pellets of fish, fit for human consumption
Description: Flours, meals & pellets of fish, fit for human consumption",305,UNKNOWN,UNKNOWN
H3,30510,"030510 - -  Flours, meals and pellets of fish, fit for human consumption",305,UNKNOWN,UNKNOWN
H4,30510,"030510 
 Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process; flours, meals and pellets of fish, fit for human consumption. // -Flours, meals and pellets of fish, fit for human consumption
Description: -Flours, meals and pellets of fish, fit for human consumption",305,UNKNOWN,UNKNOWN
H2,30520,"030520 - - Livers and roes Of fish, Dried, smoked, salted or in brine",305,UNKNOWN,UNKNOWN
H3,30520,"030520 
 Name: Livers & roes of fish, dried/smoked/salted/in brine
Description: - Livers and roes of fish, dried, smoked, salted or in brine",305,UNKNOWN,UNKNOWN
H4,30520,"030520 
Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process; flours, meals and pellets of fish, fit for human consumption. // -Livers and roes of fish, dried, smoked, salted or in brine
Description: -Livers and roes of fish, dried, smoked, salted or in brine",305,UNKNOWN,UNKNOWN
H2,30530,"030530 - - fish fillets, Dried, salted or in brine, but not smoked",305,UNKNOWN,UNKNOWN
H3,30530,"030530 - -  Fish fillets, dried, salted or in brine, but not smoked",305,UNKNOWN,UNKNOWN
H4,30531,"030531 - -- Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",3053,"TILAPIAS, CATFISH, CARP, EELS, NILE PERCH AND SNAKEHEADS",TILAPIAS
H4,30532,"030532 - -- Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",3053,"CODS, CODLETS & COD-LIKE FISHES",COD
H4,30539,"030539 
Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process; flours, meals and pellets of fish, fit for human consumption. // - Fish fillets, dried, salted or in brine, but not smoked : // -- Other
Description: -- Other",3053,OTHER FISH,OTHER FISH
H2,30541,"030541 - -- Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho Hucho)",3054,"PACIFIC SALMON, ATLANTIC SALMON  AND DANUBE SALMON",SALMON
H3,30541,"030541 - --  Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",3054,"PACIFIC SALMON, ATLANTIC SALMON  AND DANUBE SALMON",SALMON
H4,30541,"030541 - -- Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",3054,"PACIFIC SALMON, ATLANTIC SALMON  AND DANUBE SALMON",SALMON
H2,30542,"030542 - -- Herrings (Clupea harengus, Clupea pallasii)",3054,HERRINGS,HERRINGS
H3,30542,"030542 - --  Herrings (Clupea harengus, Clupea pallasii)",3054,HERRINGS,HERRINGS
H4,30542,"030542 - -- Herrings (Clupea harengus, Clupea pallasii)",3054,HERRINGS,HERRINGS
H4,30543,"030543 - -- Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",3054,TROUT,TROUT
H4,30544,"030544 - -- Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",3054,"TILAPIAS, CATFISH, CARP, EELS, NILE PERCH AND SNAKEHEADS",TILAPIAS
H2,30549,"030549 
 Name: Smoked fish (excl. of 0305.41 & 0305.42), incl. fillets
Description: Smoked fish (excl. of 0305.41 & 0305.42), incl. fillets",3054,OTHER FISH,OTHER FISH
H3,30549,"030549
Name: Smoked fish (excl. of 0305.41 & 0305.42), incl. fillets
Description: -- Other",3054,OTHER FISH,OTHER FISH
H4,30549,"030549
Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process; flours, meals and pellets of fish, fit for human consumption. // - Smoked fish, including fillets, other than edible fish offal : // -- Other
Description: -- Other",3054,OTHER FISH,OTHER FISH
H2,30551,"030551 - -- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",3055,COD,COD
H3,30551,"030551 - --  Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",3055,COD,COD
H4,30551,"030551 - -- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",3055,COD,COD
H2,30559,030559 - -- Other,3055,OTHER FISH,OTHER FISH
H3,30559,030559 - --  Other,3055,OTHER FISH,OTHER FISH
H4,30559,"030559 
Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process; flours, meals and pellets of fish, fit for human consumption. // - Dried fish, other than edible fish offal, whether or not salted but not smoked : // -- Other
Description: -- Other",3055,OTHER FISH,OTHER FISH
H2,30561,"030561 - -- Herrings (Clupea harengus, Clupea pallasii)",3056,HERRINGS,HERRINGS
H3,30561,"030561 - --  Herrings (Clupea harengus, Clupea pallasii)",3056,HERRINGS,HERRINGS
H4,30561,"030561 - -- Herrings (Clupea harengus, Clupea pallasii)",3056,HERRINGS,HERRINGS
H2,30562,"030562 - -- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",3056,COD,COD
H3,30562,"030562 - --  Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",3056,COD,COD
H4,30562,"030562 - -- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",3056,COD,COD
H2,30563,030563 - -- Anchovies (Engraulis spp.),3056,ANCHOVIES,ANCHOVIES
H3,30563,030563 - --  Anchovies (Engraulis spp.),3056,ANCHOVIES,ANCHOVIES
H4,30563,030563 - -- Anchovies (Engraulis spp.),3056,ANCHOVIES,ANCHOVIES
H4,30564,"030564 - -- Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",3056,"TILAPIAS, CATFISH, CARP, EELS, NILE PERCH AND SNAKEHEADS",TILAPIAS
H2,30569,030569 - -- Other,3056,OTHER FISH,OTHER FISH
H3,30569,030569 - --  Other,3056,OTHER FISH,OTHER FISH
H4,30569,"030569
Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process; flours, meals and pellets of fish, fit for human consumption. // - Fish, salted but
Description: -- Other",3056,OTHER FISH,OTHER FISH
H4,30571,030571 - -- Shark fins,3057,SHARKS,SHARKS
H4,30572,"030572
Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process; flours, meals and pellets of fish, fit for human consumption. // - Fish fins, heads, tails, maws and other edible fish offal : // -- Fish heads, tails and maws
Description: -- Fish heads, tails and maws",3057,UNKNOWN,UNKNOWN
H4,30579,"030579 
Name: Fish and crustaceans, molluscs and other aquatic invertebrates // Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process; flours, meals and pellets of fish, fit for human consumption. // - Fish fins, heads, tails, maws and other edible fish offal : // -- Other
Description: -- Other",3057,OTHER FISH,OTHER FISH
